id,user_id,kind,created_at,started_at,ended_at,note,payload,feeding_kind,breast_side,session_seconds,feeding_amount,feeding_unit,feeding_amount_ml,bottle_content,diaper_kind,expression_side,expression_amount,expression_unit,expression_amount_ml
2a5f1893-4490-4248-8199-b1a2e12d579e,,feeding,2025-11-15 23:41:05.254089+00,2025-11-15 23:20:10+00,2025-11-15 23:41:03.829+00,,{},breast,right,1229,,,,,,,,,
2ad349de-a36a-4d4b-8cb5-2a33e4cf59fa,,diaper,2025-10-27 18:48:19.607744+00,2025-10-27 17:48:00+00,,,{},,,,,,,,mixed,,,,
2add2b82-2e7a-4551-baa4-cff3f470c588,,expression,2025-11-17 14:01:48.698973+00,2025-11-17 13:20:00+00,,,{},,,,,,,,,both,115,ml,115
2af25cba-2cc7-46f8-bbd7-4b1a5be3f458,,feeding,2025-10-29 12:34:32.671579+00,2025-10-29 12:30:00+00,2025-10-29 12:34:31.806+00,,{},breast,right,269,,,,,,,,,
2b008c05-340a-4ae9-91ad-90c2b26abe66,,feeding,2025-10-20 07:42:55.736719+00,2025-10-20 07:14:58.95+00,2025-10-20 07:42:54.572+00,,{},breast,right,1673,,,,,,,,,
2b591831-3458-4482-b736-eadc3d9c505c,,feeding,2025-11-15 07:37:34.04288+00,2025-11-15 06:56:57.884+00,2025-11-15 07:37:32.407+00,,{},breast,right,2425,,,,,,,,,
2b8ef72c-af84-48f3-bf80-3e5ea6dcb278,,feeding,2025-11-02 00:36:38.75261+00,2025-11-02 00:28:00+00,2025-11-02 00:36:37.37+00,,{},breast,left,515,,,,,,,,,
2cfb8b46-4a39-4787-9016-7a173fca4e01,,feeding,2025-10-26 16:29:37.717963+00,2025-10-26 16:12:00.756+00,2025-10-26 16:29:36.901+00,,{},breast,right,1054,,,,,,,,,
2d35497b-ccd6-4bd0-8f83-ff454ceab89d,,diaper,2025-11-07 08:57:00.032514+00,2025-11-07 07:44:00+00,,,{},,,,,,,,wet,,,,
2e7d5ba6-246c-4cda-a615-1948215cb144,,expression,2025-11-17 00:36:32.573792+00,2025-11-16 23:07:00+00,,,{},,,,,,,,,both,50,ml,50
2e9e8cf7-362a-4c3c-8ea4-ea092222d0d9,,feeding,2025-11-09 12:31:06.183628+00,2025-11-09 12:15:00+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
2ed65970-7a10-4e25-af23-73fa2a41605c,,feeding,2025-11-10 23:50:20.964988+00,2025-11-10 23:11:19.615+00,2025-11-10 23:50:19.945+00,,{},breast,right,2338,,,,,,,,,
2f0758c9-bc4d-402c-95b0-a028d022b2b3,,feeding,2025-11-14 20:11:24.530617+00,2025-11-14 19:44:44.152+00,2025-11-14 20:11:23.104+00,,{},breast,right,1597,,,,,,,,,
2f1e77b1-5a61-4a6a-9009-02d4f0f904cc,,feeding,2025-11-13 21:24:39.463107+00,2025-11-13 20:19:00+00,2025-11-13 21:24:37.922+00,,{},breast,right,3935,,,,,,,,,
2f6a1c5b-4953-42ef-88da-2e1393fcf567,,feeding,2025-10-20 05:46:57.253332+00,2025-10-20 05:45:00+00,,,{},bottle,,,30,ml,30,breast_milk,,,,,
2f75ceae-4fed-481c-8b77-dac72a6d2437,,expression,2025-10-17 05:31:49.371779+00,2025-10-17 05:01:30+00,,,{},,,,,,,,,both,200,ml,200
2fc57b33-459a-42ea-ba49-d85a3592d310,,diaper,2025-10-24 01:32:38.566927+00,2025-10-24 01:30:00+00,,,{},,,,,,,,wet,,,,
2fd48c4e-1f46-43d0-8ca7-11d87e92814e,,feeding,2025-10-17 20:29:18.17682+00,2025-10-17 20:06:51.272+00,2025-10-17 20:29:17.243+00,,{},breast,left,1269,,,,,,,,,
2fe7acdc-8dd8-471c-8a0c-3699e6b59a01,,expression,2025-11-02 14:27:53.831739+00,2025-11-02 14:20:45+00,,,{},,,,,,,,,both,50,ml,50
30e5649b-c969-41c4-a813-c2aec03023be,,feeding,2025-11-16 16:11:54.848471+00,2025-11-16 15:52:58.294+00,2025-11-16 16:11:53.434+00,,{},breast,right,1133,,,,,,,,,
31540315-5fae-4c02-8f08-9d31d2cd3c25,,feeding,2025-11-22 10:48:32.050637+00,2025-11-22 10:11:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
31eae590-10fa-45a6-8116-26f9f2c73667,,feeding,2025-11-18 17:56:25.603694+00,2025-11-18 17:35:00+00,2025-11-18 17:56:25.385+00,,{},breast,right,1283,,,,,,,,,
31fb688e-4a35-4a87-b69f-ce425cf69424,,feeding,2025-10-25 17:27:51.190984+00,2025-10-25 17:18:12.768+00,2025-10-25 17:27:50.278+00,,{},breast,right,521,,,,,,,,,
3213c92f-d2f9-4eb7-96f5-25da06eac546,,feeding,2025-11-23 12:32:10.37223+00,2025-11-23 11:40:00+00,,,{},bottle,,,140,ml,140,breast_milk,,,,,
32409545-3847-416e-8fd4-e2b4a0f4c2c5,,expression,2025-10-14 19:30:59.885925+00,2025-10-14 18:30:00+00,,,{},,,,,,,,,both,155,ml,155
328d43ac-0c75-42f4-938f-9474a32164af,,diaper,2025-10-28 21:54:14.458148+00,2025-10-28 21:37:55+00,,,{},,,,,,,,wet,,,,
32eb61da-e2f6-4e35-a7b6-c66387449ae9,,feeding,2025-11-08 17:59:12.646227+00,2025-11-08 17:46:00+00,,,{},bottle,,,20,ml,20,breast_milk,,,,,
3322af13-dc1d-45d5-9d10-560232ff48d4,,feeding,2025-10-20 21:25:20.176347+00,2025-10-20 20:25:00+00,,,{},bottle,,,40,ml,40,breast_milk,,,,,
3409a817-c229-4e03-91e5-7d729d5293e4,,diaper,2025-10-31 13:48:27.030894+00,2025-10-31 12:39:00+00,,,{},,,,,,,,wet,,,,
34478671-083d-49b7-97bb-e04becf75860,,feeding,2025-10-19 20:03:15.673428+00,2025-10-19 20:01:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
34572a04-f605-43aa-9da6-a250bc684982,,expression,2025-11-15 02:24:32.534944+00,2025-11-15 01:36:00+00,,,{},,,,,,,,,both,10,ml,10
34c4e991-7392-440f-98da-0956679f4c49,,feeding,2025-11-14 03:43:50.034922+00,2025-11-14 03:23:43+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
352887ab-a2c2-410f-904d-85e1516ddf94,,expression,2025-11-07 15:20:49.070811+00,2025-11-07 15:00:25+00,,,{},,,,,,,,,both,90,ml,90
35938dea-0cba-4bd1-9552-2ff8d570dd78,,feeding,2025-10-17 02:59:52.455347+00,2025-10-17 02:45:00+00,,,{},bottle,,,65,ml,65,breast_milk,,,,,
35c97dfe-abe0-4278-ae3a-e3e855d2665d,,feeding,2025-10-13 18:40:03.033154+00,2025-10-13 18:39:00+00,,,{},bottle,,,50,ml,50,breast_milk,,,,,
35e091df-c87d-402b-b8d9-1bdf9a0aac15,,diaper,2025-10-16 18:45:46.093561+00,2025-10-16 18:45:27+00,,,{},,,,,,,,mixed,,,,
3702174f-20e7-4c52-907f-395c6a1caf72,,expression,2025-10-20 05:36:36.990775+00,2025-10-20 05:16:27+00,,,{},,,,,,,,,both,80,ml,80
3727623b-005e-4bab-ba03-bb5427c22893,,diaper,2025-10-22 13:21:26.700201+00,,,,{},,,,,,,,wet,,,,
38272163-9ce6-4504-b498-f8d3396d0d99,,diaper,2025-10-27 09:49:37.522152+00,,,,{},,,,,,,,mixed,,,,
387c3a2c-01a2-4e2f-ac53-97c1e5bf11fd,,feeding,2025-11-29 00:05:40.113873+00,2025-11-28 23:47:17.938+00,2025-11-29 00:05:39.295+00,,{},breast,right,1099,,,,,,,,,
38df46a3-2c83-4fbb-8781-c06f2f6188db,,diaper,2025-10-18 19:30:04.363297+00,,,,{},,,,,,,,dirty,,,,
39628f5c-a0df-44db-a799-cf8cf5d3c78f,,feeding,2025-11-27 18:25:42.314663+00,2025-11-27 18:03:35.03+00,2025-11-27 18:25:41.088+00,,{},breast,right,1324,,,,,,,,,
39656b75-2892-445b-b78f-5e9e0068cb18,,expression,2025-11-17 06:57:32.882931+00,2025-11-17 06:47:15+00,,,{},,,,,,,,,both,120,ml,120
39c62e98-2fc9-4ba8-8213-87c06020f0b2,,diaper,2025-11-04 16:53:55.196217+00,,,,{},,,,,,,,wet,,,,
3a093342-67b3-4ddd-997e-aeb2f45fb574,,expression,2025-10-23 13:23:17.333168+00,2025-10-23 12:51:56+00,,,{},,,,,,,,,both,170,ml,170
3a18aed5-7d80-4a85-9dd3-51036cf8a060,,expression,2025-11-06 03:42:42.169094+00,2025-11-06 03:12:23+00,,,{},,,,,,,,,both,210,ml,210
3a27f029-1cbf-4c12-96cb-28e7320df847,,feeding,2025-11-07 11:52:38.265985+00,2025-11-07 11:40:00+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
3a942f7c-e868-495c-b36c-4ba41e193093,,feeding,2025-12-01 05:28:35.676351+00,2025-12-01 02:08:00+00,,,{},bottle,,,80,ml,80,breast_milk,,,,,
3ae73f67-430d-4c80-ab62-654d947bbfc0,,feeding,2025-10-19 07:01:19.620645+00,2025-10-19 06:30:35+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
3b5dd6bd-17d0-4923-8db9-20472e129072,,feeding,2025-10-18 00:34:48.590586+00,2025-10-18 00:04:26.164+00,2025-10-18 00:34:47.568+00,,{},breast,left,1818,,,,,,,,,
3b7374a7-5080-4545-be0a-b2f588a934bd,,feeding,2025-11-18 20:03:20.461121+00,2025-11-18 19:44:21.7+00,2025-11-18 20:03:19.651+00,,{},breast,right,1136,,,,,,,,,
3c1d85e8-5b73-4536-a7f4-42e43e3ecc3b,,expression,2025-11-23 07:10:35.276218+00,2025-11-23 06:53:00+00,,,{},,,,,,,,,both,160,ml,160
3c592d0a-af9d-4761-a462-2843eb7ae835,,expression,2025-12-02 05:27:45.290734+00,2025-12-02 05:06:56+00,,,{},,,,,,,,,both,170,ml,170
3c9b5137-2ca9-4480-baac-f7605674f247,,feeding,2025-10-21 04:04:03.887952+00,2025-10-21 03:53:51.943+00,2025-10-21 04:04:03.569+00,,{},breast,right,268,,,,,,,,,
3ccd7660-fd7f-4b1d-a1aa-0dd15535e135,,feeding,2025-11-03 00:17:52.083239+00,2025-11-02 23:51:21.989+00,2025-11-03 00:17:50.505+00,,{},breast,left,1587,,,,,,,,,
3cfd5621-a061-406b-b2ef-67e970af97b7,,feeding,2025-11-10 04:22:11.280011+00,2025-11-10 03:54:49.721+00,2025-11-10 04:22:09.67+00,,{},breast,left,857,,,,,,,,,
3d749635-7864-4495-a174-1d500f2fb816,,feeding,2025-11-08 16:44:06.028344+00,2025-11-08 16:24:38.627+00,2025-11-08 16:44:04.909+00,,{},breast,left,1164,,,,,,,,,
3e93082a-68df-4898-92d3-6c9c7e6ed432,,expression,2025-10-18 18:08:14.980861+00,2025-10-18 15:07:00+00,,,{},,,,,,,,,both,30,ml,30
3f4dd88a-3872-4fd0-9309-38907e3c5330,,feeding,2025-11-11 18:21:45.596053+00,2025-11-11 18:12:00+00,2025-11-11 18:21:44.574+00,,{},breast,right,580,,,,,,,,,
3fb41468-5103-4268-9971-154bb634ff3f,,feeding,2025-11-27 20:40:35.354223+00,2025-11-27 20:24:36.469+00,2025-11-27 20:40:34.085+00,,{},breast,left,956,,,,,,,,,
4002bbdb-4aa5-4d60-a377-cfc49d645a03,,diaper,2025-10-23 07:04:52.291041+00,2025-10-23 07:00:00+00,,,{},,,,,,,,mixed,,,,
4033610a-3b12-4258-ac0e-b5b84bb79a17,,feeding,2025-10-23 17:31:32.979561+00,2025-10-23 17:03:00+00,2025-10-23 17:31:32.439+00,,{},breast,left,908,,,,,,,,,
4037048d-d888-43fb-aa58-3f6c23f487b3,,expression,2025-11-25 03:24:23.827275+00,2025-11-25 02:14:00+00,,,{},,,,,,,,,both,165,ml,165
4052b8fd-957a-42be-bd68-d5000a1299a5,,diaper,2025-10-15 14:34:40.115504+00,2025-10-15 14:34:00+00,,,{},,,,,,,,dirty,,,,
40cbdcc3-d0dd-491f-af98-a8ed1d3f3ba5,,expression,2025-12-01 05:48:54.437205+00,2025-12-01 05:28:46+00,,,{},,,,,,,,,both,210,ml,210
40d22036-1de4-46d9-aa88-2576bd2e67ab,,feeding,2025-10-14 00:23:49.940164+00,2025-10-14 00:12:00+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
40deec50-2e45-476a-b560-22bce4fc7ee4,,diaper,2025-10-18 13:37:45.503717+00,,,,{},,,,,,,,wet,,,,
412fec01-7e98-4124-8718-99ea1d0f5bc3,,feeding,2025-11-12 15:46:58.909291+00,2025-11-12 15:32:27.196+00,2025-11-12 15:46:57.875+00,,{},breast,left,863,,,,,,,,,
4146d0dd-d51f-4798-987f-87a73997e599,,feeding,2025-11-10 14:15:50.373917+00,2025-11-10 13:45:00+00,2025-11-10 14:15:49.929+00,,{},breast,right,1422,,,,,,,,,
4165321e-c039-41c4-b8a8-f89221664262,,expression,2025-10-19 16:58:19.13109+00,2025-10-19 16:34:11+00,,,{},,,,,,,,,both,150,ml,150
41de3ecf-27e6-40ee-b361-5e5e8b643da7,,feeding,2025-10-21 08:40:22.55153+00,2025-10-21 08:15:36.219+00,2025-10-21 08:40:21.695+00,,{},breast,right,1378,,,,,,,,,
4240cc20-8f18-4ece-959d-d0b05d609f79,,feeding,2025-10-26 12:01:23.727953+00,2025-10-26 11:55:32+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
424db9f4-bb6f-4feb-bb15-dbcc21fa9846,,diaper,2025-10-26 19:48:29.26468+00,2025-10-26 12:50:00+00,,,{},,,,,,,,wet,,,,
4288bdec-1bd8-42fd-8e42-0da7fd3a7dda,,feeding,2025-10-27 13:35:57.894319+00,2025-10-27 13:28:15.307+00,2025-10-27 13:35:56.958+00,,{},breast,right,430,,,,,,,,,
42b07b11-2dd2-4beb-bf24-f0a265e13c04,,feeding,2025-11-03 21:07:39.383145+00,2025-11-03 20:41:00+00,2025-11-03 21:07:38.598+00,,{},breast,left,373,,,,,,,,,
42fd80cb-57fe-49d3-a975-8d2b45e5e39b,,feeding,2025-11-28 02:42:49.909695+00,2025-11-28 02:32:12.416+00,2025-11-28 02:42:49.28+00,,{},breast,right,635,,,,,,,,,
430d0bd0-8232-4a8a-b353-d9e12d97b0f4,,expression,2025-11-30 10:32:36.37582+00,2025-11-30 10:22:13+00,,,{},,,,,,,,,both,205,ml,205
435cb2ea-0ef1-4c0e-b9c0-6c5f5609a1a8,,feeding,2025-11-21 11:10:37.700977+00,2025-11-21 10:37:04.198+00,2025-11-21 11:10:36.637+00,,{},breast,left,2010,,,,,,,,,
4367aca0-e2d6-4a01-9b4b-eb518fa049cc,,expression,2025-11-10 17:00:02.37869+00,2025-11-10 16:49:51+00,,,{},,,,,,,,,both,50,ml,50
44258bc2-889d-4ffc-bf85-daaffe3dc065,,feeding,2025-10-20 21:32:43.555003+00,2025-10-20 21:27:03.692+00,2025-10-20 21:32:43.275+00,,{},breast,left,166,,,,,,,,,
444d8544-c9a0-4824-9882-342d6cb52e85,,feeding,2025-11-13 13:08:15.294405+00,2025-11-13 12:55:43.646+00,2025-11-13 13:08:13.972+00,,{},breast,left,736,,,,,,,,,
450d946d-8b28-46f6-be7f-80984b4a1576,,feeding,2025-10-18 00:34:48.841358+00,2025-10-18 00:04:26.164+00,2025-10-18 00:34:48.589+00,,{},breast,left,1818,,,,,,,,,
450f13c4-40ac-407c-a5d8-0578e6e96820,,feeding,2025-11-12 09:40:18.453051+00,2025-11-12 09:30:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
451514a8-a360-4aae-9838-bd255f35cdaa,,feeding,2025-10-26 19:48:04.358171+00,2025-10-26 19:47:42+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
456f54c7-1d52-4236-b1a4-ceecdf931bb2,,feeding,2025-11-13 01:02:27.954872+00,2025-11-13 00:53:53.467+00,2025-11-13 01:02:26.718+00,,{},breast,left,493,,,,,,,,,
4582d561-b8f2-4810-8f56-10cb3de373cd,,feeding,2025-10-31 02:47:41.558067+00,2025-10-31 02:21:10.134+00,2025-10-31 02:47:40.491+00,,{},breast,left,1588,,,,,,,,,
45b4ac1d-1a65-46aa-b678-fc3c7c147a4c,,feeding,2025-10-28 22:54:43.085235+00,2025-10-28 22:18:00+00,2025-10-28 22:54:41.973+00,,{},breast,left,1972,,,,,,,,,
45b4fe88-cfa0-4888-a8ee-0b4957bfdb88,,feeding,2025-11-24 12:48:05.901602+00,2025-11-24 12:22:04.778+00,2025-11-24 12:48:04.457+00,,{},breast,left,1547,,,,,,,,,
45fdec1d-0d17-44dd-9ff8-bdd608dd4f89,,feeding,2025-10-22 00:54:48.523882+00,2025-10-22 00:40:17.057+00,2025-10-22 00:54:47.633+00,,{},breast,left,868,,,,,,,,,
467cdbda-ea06-4e9c-97ab-be358f0a9b85,,feeding,2025-11-17 13:43:17.588924+00,2025-11-17 13:18:03.759+00,2025-11-17 13:43:15.826+00,,{},breast,right,1453,,,,,,,,,
474e2a22-f0de-4010-a2dc-a23e2246157f,,feeding,2025-10-19 20:02:21.535612+00,2025-10-19 19:42:43.814+00,2025-10-19 20:02:21.324+00,,{},breast,left,929,,,,,,,,,
476ff43b-a7c3-425a-8427-f28e292a957f,,diaper,2025-11-07 14:50:37.962981+00,,,,{},,,,,,,,mixed,,,,
47b0f39c-4936-4c57-b17f-aee4aa1308b3,,feeding,2025-11-10 02:08:55.890061+00,2025-11-10 01:50:46.767+00,2025-11-10 02:08:54.227+00,,{},breast,right,1078,,,,,,,,,
480ce951-58f8-4453-b6e6-1b19e6cce692,,expression,2025-10-22 06:36:07.838838+00,2025-10-22 06:14:52+00,,,{},,,,,,,,,both,150,ml,150
48923e43-f725-42ab-9f09-21fd1f6b8479,,expression,2025-10-15 00:53:55.191496+00,2025-10-15 00:39:00+00,,,{},,,,,,,,,both,75,ml,75
48c87ff9-452c-43d7-8b53-0578344f7f40,,diaper,2025-11-01 09:31:44.712599+00,2025-11-01 09:01:16+00,,,{},,,,,,,,wet,,,,
48f8830a-dad1-431a-82f7-ad561db52dde,,feeding,2025-10-21 14:38:02.961097+00,2025-10-21 14:15:00+00,2025-10-21 14:38:01.79+00,,{},breast,left,1260,,,,,,,,,
4907fed5-231a-4192-8b95-4fada30c33ad,,feeding,2025-11-11 09:24:54.036084+00,2025-11-11 07:45:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
4911ee8f-7cc0-4ea9-ab19-800857073f68,,diaper,2025-10-28 19:37:24.424772+00,2025-10-28 19:37:00+00,,,{},,,,,,,,mixed,,,,
49b25a2b-9921-4aab-8aa0-8b14e2e6fcb7,,expression,2025-11-03 17:20:54.133653+00,2025-11-03 14:40:00+00,,,{},,,,,,,,,both,110,ml,110
4ab14207-4227-4869-ac50-71ed7dfbf81c,,expression,2025-11-04 06:51:47.897932+00,2025-11-04 06:41:36+00,,,{},,,,,,,,,both,100,ml,100
4ab909c9-9eae-464a-b368-05361e32d5e7,,feeding,2025-11-10 16:47:03.423061+00,2025-11-10 16:37:09.029+00,2025-11-10 16:47:02.752+00,,{},breast,left,587,,,,,,,,,
4ac213dc-59e8-4cf0-8bc7-33206b5ee347,,diaper,2025-10-14 20:40:10.73523+00,2025-10-14 20:09:00+00,,,{},,,,,,,,wet,,,,
4afb2976-e6c1-4498-837f-7b408328e5cc,,expression,2025-11-27 15:49:08.461313+00,2025-11-27 14:49:00+00,,,{},,,,,,,,,both,65,ml,65
4b047b6b-dfaa-4d55-86e9-eeed3c1ec68f,,expression,2025-10-14 06:40:52.937106+00,2025-10-14 06:22:00+00,,,{},,,,,,,,,both,50,ml,50
4b14fb39-f4da-44aa-9152-87824c3bc533,,expression,2025-10-22 22:15:38.282827+00,2025-10-22 21:15:00+00,,,{},,,,,,,,,both,70,ml,70
4bc40678-8385-456c-ad04-7af14b49ecbd,,expression,2025-11-01 09:53:13.983282+00,2025-11-01 09:31:16+00,,,{},,,,,,,,,both,140,ml,140
4c27c3bf-f15a-4c77-8ece-69b03e950d72,,feeding,2025-10-23 04:30:28.005857+00,2025-10-23 04:22:31.244+00,2025-10-23 04:30:27.107+00,,{},breast,left,473,,,,,,,,,
4c374f99-a821-430a-b3fd-6c3a3fc667b8,,feeding,2025-11-10 08:09:12.035933+00,2025-11-10 07:47:14.528+00,2025-11-10 08:09:10.48+00,,{},breast,right,1314,,,,,,,,,
4c48bc06-3a7b-453f-9498-52558060701e,,feeding,2025-10-31 18:54:11.160869+00,2025-10-31 18:38:00+00,2025-10-31 18:54:10.012+00,,{},breast,left,951,,,,,,,,,
4cccc781-7062-404e-92f3-a8eb4941c98c,,feeding,2025-11-27 23:34:55.406591+00,2025-11-27 23:20:00+00,2025-11-27 23:34:55.262+00,,{},breast,right,891,,,,,,,,,
4d0aa0ea-5d88-4c90-af61-3c496957c0d7,,feeding,2025-10-27 15:48:02.193665+00,2025-10-27 14:48:07.108+00,2025-10-27 15:48:00.719+00,,{},breast,left,3541,,,,,,,,,
4d36c142-5638-4ca4-826a-6c59814e8f8f,,feeding,2025-11-19 13:54:48.080711+00,2025-11-19 12:30:00+00,,,{},bottle,,,110,ml,110,breast_milk,,,,,
4d59c800-4f97-4971-854d-5ae56bd7b7c1,,feeding,2025-11-06 03:53:43.881042+00,2025-11-06 03:45:00+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
4d9a1865-efc7-4501-87af-d4437c94184c,,expression,2025-10-23 02:45:53.85007+00,2025-10-23 01:20:00+00,,,{},,,,,,,,,both,40,ml,40
4e01ce0a-0905-4a9c-8995-744b1b876142,,feeding,2025-11-13 07:58:23.234461+00,2025-11-13 07:47:45+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
4e608fb6-c5c8-498b-a470-ae4f4a07b08a,,diaper,2025-11-01 14:54:02.242961+00,,,,{},,,,,,,,mixed,,,,
4ea8be28-027b-49b1-a3e2-580aa687af77,,expression,2025-10-19 01:15:07.49151+00,2025-10-19 00:54:13+00,,,{},,,,,,,,,both,80,ml,80
4f14d2ea-e24c-4735-8643-83d4de73f221,,feeding,2025-10-24 01:29:31.422984+00,2025-10-24 00:55:59.132+00,2025-10-24 01:29:30.27+00,,{},breast,left,2009,,,,,,,,,
4fa34297-8785-4091-a926-251551b7da6e,,feeding,2025-11-14 05:58:39.364003+00,2025-11-14 05:47:54+00,,,{},bottle,,,130,ml,130,breast_milk,,,,,
504c5727-647e-48c4-97ef-3af9f6ebef1d,,diaper,2025-11-06 04:18:47.514967+00,,,,{},,,,,,,,wet,,,,
509d7082-1da8-479f-84e3-83d656c8a8ea,,feeding,2025-10-13 15:46:41.746088+00,2025-10-13 15:46:00+00,,,{},bottle,,,60,ml,60,formula,,,,,
50a6b3c1-d36f-40fc-b087-4d626c767503,,feeding,2025-10-31 07:21:00.468221+00,2025-10-31 07:19:57.899+00,2025-10-31 07:20:59.406+00,,{},breast,right,60,,,,,,,,,
50b90312-c43d-4381-bc24-604b76134fbe,,diaper,2025-10-13 12:47:24.495187+00,2025-10-13 12:37:00+00,,,{},,,,,,,,wet,,,,
50f47c2f-0d5a-485a-8906-c8663372dc2b,,expression,2025-10-18 19:50:15.149747+00,2025-10-18 19:19:54+00,,,{},,,,,,,,,both,150,ml,150
51038b1d-c28a-45e6-a73d-974108d77fcd,,diaper,2025-10-30 11:21:48.180874+00,2025-10-30 11:00:00+00,,,{},,,,,,,,wet,,,,
516caeff-6451-4bd0-a91f-4ca9b9195301,,feeding,2025-11-02 18:36:09.384486+00,2025-11-02 18:14:05.397+00,2025-11-02 18:36:08.149+00,,{},breast,right,1251,,,,,,,,,
516eb5c0-6fd4-4ded-889b-a93c47c70abb,,feeding,2025-11-18 01:22:58.787519+00,2025-11-18 01:16:30.047+00,2025-11-18 01:22:57.656+00,,{},breast,left,386,,,,,,,,,
5196d2a2-ba0e-4b4f-a7ec-c0ee8dae6fc2,,feeding,2025-10-16 23:29:23.479557+00,2025-10-16 23:19:05+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
5243e00c-c444-4d3a-a474-8cafcd12c176,,feeding,2025-11-23 21:19:06.818863+00,2025-11-23 21:10:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
527ce16e-98a3-4bb3-954d-5f9166e4a48a,,diaper,2025-11-06 07:04:19.120295+00,2025-11-06 07:00:00+00,,,{},,,,,,,,wet,,,,
52832714-cd3f-4932-81e3-6e6e18fe2365,,feeding,2025-11-09 21:49:43.952074+00,2025-11-09 21:01:47.492+00,2025-11-09 21:49:42.392+00,,{},breast,right,2873,,,,,,,,,
529ed86a-77cd-4e52-ba71-3d9098f90666,,feeding,2025-10-21 17:54:32.260914+00,2025-10-21 17:34:14.537+00,2025-10-21 17:54:31.25+00,,{},breast,left,1209,,,,,,,,,
53696215-e471-4f68-a540-8edf3f76ba4e,,feeding,2025-10-19 02:16:07.896916+00,2025-10-19 02:05:57+00,,,{},bottle,,,30,ml,30,breast_milk,,,,,
53be72fb-1ed1-4f4a-a981-259256b9deaa,,expression,2025-10-13 06:10:57.843383+00,2025-10-12 22:40:00+00,,,{},,,,,,,,,both,75,ml,75
540dca87-e61a-49ac-8096-7aba22472016,,feeding,2025-10-24 17:26:30.230841+00,2025-10-24 17:14:22+00,,,{},bottle,,,45,ml,45,breast_milk,,,,,
54cc7316-099d-4ea7-b288-bf11e7c6296b,,feeding,2025-12-01 00:16:26.434407+00,2025-11-30 23:56:34.462+00,2025-12-01 00:16:25.582+00,,{},breast,left,1167,,,,,,,,,
5542b74e-d77a-4ced-9051-3aa6712d1c43,,expression,2025-11-09 09:48:11.010535+00,2025-11-09 09:27:56+00,,,{},,,,,,,,,both,90,ml,90
55aecfd2-72c1-4c8b-a3b3-14a729799441,,feeding,2025-10-29 08:43:05.515077+00,2025-10-29 08:33:44.696+00,2025-10-29 08:43:04.576+00,,{},breast,left,509,,,,,,,,,
55c41159-bb66-48ec-b8ad-23f012a3bde7,,feeding,2025-10-22 14:02:58.345858+00,2025-10-22 13:21:30.052+00,2025-10-22 14:02:56.001+00,,{},breast,left,2415,,,,,,,,,
55deb416-e131-453c-983b-bb73894648fd,,feeding,2025-10-18 19:14:26.677352+00,,,,{},bottle,,,60,ml,60,breast_milk,,,,,
5624db09-23f0-4002-861b-c358df4cbbb5,,feeding,2025-10-12 16:57:48.582403+00,2025-10-12 16:49:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
5638782a-df75-4af4-b591-d14b7f2727a1,,feeding,2025-10-19 20:02:21.08372+00,2025-10-19 19:42:43.814+00,2025-10-19 20:02:19.935+00,,{},breast,left,929,,,,,,,,,
569334e6-a6ec-4976-9586-a3a5c0fac585,,feeding,2025-10-14 06:15:24.236215+00,2025-10-14 06:03:02.686+00,2025-10-14 06:15:23.464+00,,{},breast,left,731,,,,,,,,,
56cdd58e-52b2-4c7f-9e91-09d5c22c748a,,feeding,2025-11-07 07:31:14.049973+00,2025-11-07 07:16:00+00,2025-11-07 07:31:12.75+00,,{},breast,left,889,,,,,,,,,
5706afc3-fdb8-46f1-8914-fde5cb476f2e,,expression,2025-11-23 19:45:49.145731+00,2025-11-23 19:27:00+00,,,{},,,,,,,,,both,150,ml,150
572093a7-fe17-435d-bbeb-45d01c4f3d0e,,feeding,2025-10-23 23:35:27.649276+00,2025-10-23 23:02:54.929+00,2025-10-23 23:35:26.379+00,,{},breast,left,1947,,,,,,,,,
576ecdb6-cb7e-4fd4-b9e8-f3e8bcece9b2,,feeding,2025-11-19 13:54:22.507572+00,2025-11-19 08:30:00+00,,,{},bottle,,,110,ml,110,breast_milk,,,,,
579dd978-9991-43a1-bd0c-9db25c76a595,,diaper,2025-10-16 13:28:19.180933+00,2025-10-16 12:30:00+00,,,{},,,,,,,,wet,,,,
